municode,iid,choice1,blue1,win1,group,grpmem,cogrpmem,idgroup,choice2,blue2,win2,renegade,renegadewin,head,urbr_2,female,yage,ysch,married,tcons,lcons,survhhsz,familyoutdeg,friendsoutdeg,insample
43,4342,1,0,3000,1,5,4,4309,6,1,12000,1,1,1,1,1,55,2,1,431627.56,12.975318,11,0,0,1
44,4403,4,1,9000,1,5,4,4401,3,0,2400,0,0,1,0,1,38,10,0,429836.19,12.971159,4,0,1,1
44,4405,2,0,2700,1,5,4,4401,4,0,1800,0,0,1,1,1,57,0,1,314695,12.659359,12,0,0,1
44,4402,3,0,2400,1,5,4,4401,5,1,11000,0,0,1,0,1,52,0,1,836397.94,13.63686,15,0,1,1
44,4401,6,1,12000,1,5,4,4401,4,1,9000,0,0,0,1,1,42,0,1,315809.97,12.662896,6,0,1,1
44,4404,4,1,9000,1,5,4,4401,5,1,11000,0,0,0,0,1,43,2,0,448755.06,13.014233,4,0,2,1
44,4408,5,0,1000,1,3,2,4402,4,0,1800,0,0,1,0,1,53,4,0,529794.69,13.180244,6,0,0,1
44,4407,5,1,11000,1,3,2,4402,5,0,1000,0,0,0,0,1,42,2,1,348589.44,12.76165,6,0,0,1
44,4406,5,1,11000,1,3,2,4402,2,1,5700,0,0,0,0,1,60,0,1,373972.69,12.831938,3,0,0,1
44,4409,4,1,9000,1,3,2,4403,4,1,9000,1,1,1,1,1,34,4,0,178027.27,12.089692,6,0,2,1
44,4410,6,0,0,1,3,2,4403,3,1,7200,0,0,0,0,1,48,1,1,320065.81,12.676282,9,0,0,1
44,4411,5,1,11000,1,3,2,4403,6,0,0,0,0,1,0,1,56,5,1,395324.28,12.887462,9,0,0,1
44,4413,1,0,3000,1,3,2,4404,3,1,7200,1,1,0,1,1,60,1,1,277403.63,12.533229,4,0,1,1
44,4414,4,1,9000,1,3,2,4404,3,1,7200,0,0,1,1,1,57,0,0,178816.08,12.094113,9,0,3,1
44,4412,5,0,1000,1,3,2,4404,3,1,7200,0,0,0,0,1,28,5,1,230879.23,12.34965,5,0,0,1
45,4501,4,1,9000,1,2,1,4501,3,1,7200,0,0,1,0,1,57,3,0,104399.75,11.555983,4,0,0,1
45,4502,1,0,3000,1,2,1,4501,2,1,5700,0,0,1,0,0,65,3,0,319904.84,12.675779,4,0,0,1
45,4504,3,0,2400,1,2,1,4502,5,1,11000,0,0,0,0,1,40,5,1,232950.72,12.358582,5,0,0,1
45,4503,4,0,1800,1,2,1,4502,6,1,12000,0,0,1,0,1,34,11,1,355822.22,12.782187,5,0,0,1
45,4506,4,0,1800,1,2,1,4503,2,0,2700,0,0,0,0,1,43,3,1,321384.91,12.680395,4,0,1,1
45,4505,4,1,9000,1,2,1,4503,3,0,2400,0,0,1,0,1,,2,1,998914.94,13.814425,16,1,2,
46,4612,1,0,3000,1,3,2,4611,3,1,7200,0,0,0,1,1,30,5,1,327572.72,12.699466,4,0,5,1
46,4613,3,1,7200,1,3,2,4611,3,1,7200,0,0,1,1,0,55,3,1,542474,13.203896,7,0,4,1
46,4611,6,0,0,1,3,2,4611,4,1,9000,0,0,0,1,1,42,9,1,609539.69,13.320459,8,0,5,1
46,4617,5,1,11000,1,4,3,4614,4,0,1800,0,0,0,1,1,38,9,1,682356.13,13.433307,4,2,0,1
46,4616,3,0,2400,1,4,3,4614,5,1,11000,0,0,1,0,1,34,11,1,678401.75,13.427495,6,0,0,1
46,4623,4,0,1800,1,4,3,4614,4,0,1800,0,0,0,0,1,33,7,1,780154.56,13.567247,5,0,0,1
46,4618,3,0,2400,1,4,3,4614,5,0,1000,0,0,0,0,1,38,3,1,191549.31,12.162901,6,0,0,1
46,4619,1,0,3000,1,5,4,4615,3,1,7200,0,0,1,0,0,63,0,1,402244.97,12.904817,7,0,0,1
46,4621,3,1,7200,1,5,4,4615,4,1,9000,0,0,0,0,1,48,1,1,429696.94,12.970836,7,0,0,1
46,4622,4,1,9000,1,5,4,4615,4,1,9000,0,0,0,0,1,45,2,1,986889.56,13.802314,11,0,0,1
46,4624,2,1,5700,1,5,4,4615,4,1,9000,0,0,1,0,1,61,1,0,207876.17,12.244698,3,0,0,1
46,4620,4,0,1800,1,5,4,4615,2,0,2700,0,0,0,0,1,47,9,1,370632.72,12.822967,7,0,0,1
48,4807,1,0,3000,1,10,9,4801,3,0,2400,0,0,0,0,1,35,4,1,393164.56,12.881984,6,0,7,1
48,4804,4,1,9000,1,10,9,4801,3,0,2400,0,0,,0,,,,,858835,13.663332,,1,3,
48,4803,2,1,5700,1,10,9,4801,2,0,2700,0,0,0,1,0,42,0,1,504996.31,13.132306,6,0,2,1
48,4801,4,0,1800,1,10,9,4801,5,1,11000,0,0,0,1,1,40,12,1,1269836.9,14.054399,5,4,10,1
48,4813,4,1,9000,1,10,9,4801,3,0,2400,0,0,0,0,1,32,3,1,2380005,14.682613,6,0,2,1
48,4817,3,1,7200,1,10,9,4801,4,1,9000,0,0,1,0,0,31,11,1,619355.13,13.336434,6,1,2,1
48,4802,2,0,2700,1,10,9,4801,3,1,7200,0,0,0,0,1,28,6,0,282956,12.553046,7,1,3,1
48,4808,4,0,1800,1,10,9,4801,6,1,12000,0,0,0,1,1,24,8,1,590875.94,13.289361,4,2,4,1
48,4806,4,0,1800,1,10,9,4801,4,1,9000,0,0,1,0,1,53,8,1,1022073.8,13.837344,5,0,4,1
48,4805,4,1,9000,1,10,9,4801,4,1,9000,0,0,0,1,1,30,2,1,382473.03,12.854413,5,0,3,1
48,4809,4,1,9000,1,10,9,4802,3,1,7200,0,0,0,0,1,41,3,1,1004053.9,13.819556,5,1,2,1
48,4815,3,0,2400,1,10,9,4802,2,1,5700,0,0,0,0,1,55,3,1,612467,13.325251,6,1,2,1
48,4838,5,1,11000,1,10,9,4802,4,1,9000,0,0,0,0,1,30,11,0,649955.19,13.384659,10,0,4,1
48,4814,6,0,0,1,10,9,4802,3,1,7200,0,0,0,1,1,31,5,1,530922.75,13.182372,7,0,1,1
48,4811,4,1,9000,1,10,9,4802,2,1,5700,0,0,1,0,1,55,3,0,397124.88,12.892006,5,1,6,1
48,4821,6,0,0,1,10,9,4802,1,0,3000,0,0,0,0,1,33,5,1,451837.47,13.021078,5,1,0,1
48,4822,3,1,7200,1,10,9,4802,3,0,2400,0,0,0,0,1,31,6,1,449701.34,13.016339,11,0,4,1
48,4818,2,0,2700,1,10,9,4802,4,0,1800,0,0,0,0,1,33,5,1,199226.5,12.202198,6,0,2,1
48,4810,6,0,0,1,10,9,4802,3,0,2400,0,0,0,0,1,39,1,1,406796.97,12.916069,4,0,1,1
48,4816,4,1,9000,1,10,9,4802,3,1,7200,0,0,0,0,1,31,11,1,336914.16,12.727584,5,1,1,1
48,4826,4,0,1800,1,10,9,4803,3,1,7200,0,0,0,0,1,32,5,1,469855.78,13.060181,6,0,1,1
48,4833,3,0,2400,1,10,9,4803,3,1,7200,0,0,1,0,1,36,4,0,235140.77,12.36794,5,0,2,1
48,4828,2,1,5700,1,10,9,4803,3,1,7200,0,0,1,0,0,37,11,1,417439.16,12.941895,8,0,5,1
48,4825,4,1,9000,1,10,9,4803,3,1,7200,0,0,0,0,1,40,5,1,402934.84,12.90653,9,0,5,1
48,4824,1,0,3000,1,10,9,4803,3,1,7200,0,0,0,0,1,37,9,1,740821.75,13.515515,6,1,9,1
48,4819,3,0,2400,1,10,9,4803,3,1,7200,0,0,1,0,1,44,5,1,298591.66,12.606833,8,0,2,1
48,4823,6,1,12000,1,10,9,4803,3,1,7200,0,0,0,0,1,47,0,1,223658.69,12.317877,7,2,2,1
48,4834,4,0,1800,1,10,9,4803,3,1,7200,0,0,0,0,1,44,6,1,725039.5,13.493981,6,0,4,1
48,4836,4,0,1800,1,10,9,4803,3,0,2400,0,0,0,1,1,27,2,1,436880.5,12.987415,5,0,2,1
48,4820,5,0,1000,1,10,9,4803,1,0,3000,0,0,0,0,1,42,5,1,959825.94,13.774508,7,0,6,1
48,4829,3,1,7200,1,8,7,4804,6,0,0,0,0,0,0,1,30,7,1,486552.84,13.0951,5,0,4,1
48,4827,1,0,3000,1,8,7,4804,6,1,12000,0,0,0,0,1,37,11,1,810931.13,13.605938,4,2,3,1
48,4837,4,1,9000,1,8,7,4804,6,0,0,0,0,0,0,1,31,5,0,427825.56,12.966471,8,0,4,1
48,4831,3,1,7200,1,8,7,4804,6,0,0,0,0,0,0,1,35,4,1,1185441,13.985625,10,3,4,1
48,4835,4,0,1800,1,8,7,4804,6,0,0,0,0,1,0,1,48,2,1,961810.19,13.776572,9,0,2,1
48,4830,6,1,12000,1,8,7,4804,6,1,12000,0,0,0,0,1,42,6,1,1522641.9,14.235957,10,1,5,1
48,4832,4,1,9000,1,8,7,4804,6,1,12000,0,0,0,0,1,39,11,1,529927.13,13.180494,6,2,5,1
48,4812,3,0,2400,1,8,7,4804,2,1,5700,0,0,1,0,1,38,5,0,835943.38,13.636316,8,1,4,1
49,4909,1,0,3000,1,2,1,4909,4,0,1800,0,0,0,0,1,41,11,1,957476.44,13.772057,7,0,2,1
49,4931,2,1,5700,1,2,1,4909,4,0,1800,0,0,0,0,1,52,5,1,1351362.4,14.116624,5,0,5,1
49,4930,3,0,2400,1,5,4,4910,4,0,1800,0,0,0,0,1,32,5,0,896987.25,13.706797,7,1,3,1
49,4910,1,1,3000,1,5,4,4910,3,1,7200,0,0,0,0,1,37,11,0,375644.81,12.836399,7,0,4,1
49,4929,4,1,9000,1,5,4,4910,4,1,9000,0,0,0,1,1,26,9,1,457677.53,13.03392,6,0,3,1
49,4917,4,0,1800,1,5,4,4910,4,0,1800,0,0,0,1,1,54,5,1,583623.44,13.277011,5,0,3,1
49,4912,3,0,2400,1,2,1,4912,6,0,0,0,0,0,0,1,29,5,1,406574.53,12.915523,4,0,1,1
49,4913,4,1,9000,1,2,1,4912,5,0,1000,0,0,0,0,1,34,11,1,615560.31,13.330288,5,0,3,1
49,4919,3,0,2400,1,3,2,4916,1,0,3000,0,0,0,0,1,32,1,0,483035.44,13.087845,11,0,1,1
49,4920,4,0,1800,1,3,2,4916,4,1,9000,0,0,1,1,1,65,0,0,654331.19,13.391369,3,0,1,1
49,4918,2,0,2700,1,3,2,4916,3,0,2400,0,0,0,1,1,47,5,1,488008.28,13.098087,6,0,3,1
49,4932,6,1,12000,1,2,1,4924,6,1,12000,1,1,0,0,1,51,5,1,698418.75,13.456574,13,0,1,1
49,4933,6,1,12000,1,2,1,4924,5,0,1000,1,0,0,0,1,43,1,1,605296.25,13.313474,11,0,3,1
50,5010,1,0,3000,1,7,6,5001,2,0,2700,0,0,0,0,1,35,4,1,705977.06,13.467338,6,0,4,1
50,5011,4,1,9000,1,7,6,5001,4,1,9000,0,0,0,0,1,28,5,1,303585.44,12.623419,7,1,5,1
50,5001,2,0,2700,1,7,6,5001,2,0,2700,0,0,0,0,1,59,1,1,377637.66,12.84169,9,0,2,1
50,5009,3,1,7200,1,7,6,5001,3,1,7200,0,0,0,0,1,32,10,1,546931.94,13.21208,8,0,2,1
50,5012,2,1,5700,1,7,6,5001,2,0,2700,0,0,1,0,1,32,3,1,367150.06,12.813526,8,1,4,1
50,5013,4,0,1800,1,7,6,5001,3,0,2400,0,0,1,0,1,46,0,0,230154,12.346504,5,0,2,1
50,5014,4,0,1800,1,7,6,5001,5,1,11000,0,0,0,0,1,39,3,1,711035.38,13.474478,7,1,3,1
50,5003,4,1,9000,1,7,6,5002,2,1,5700,0,0,0,1,1,37,4,1,571058.94,13.255248,6,1,3,1
50,5024,1,0,3000,1,7,6,5002,2,1,5700,0,0,1,0,1,41,4,1,864562.56,13.669979,7,0,3,1
50,5022,1,0,3000,1,7,6,5002,2,1,5700,0,0,0,1,1,30,5,1,598468,13.302129,4,1,2,1
50,5023,2,0,2700,1,7,6,5002,4,1,9000,0,0,0,1,1,,,1,587683.25,13.283943,7,1,1,
50,5020,4,1,9000,1,7,6,5002,4,1,9000,0,0,0,1,1,45,1,1,697700.44,13.455545,10,0,0,1
50,5021,5,1,11000,1,7,6,5002,5,0,1000,0,0,1,0,1,43,8,0,313458.44,12.655422,4,0,3,1
50,5002,2,0,2700,1,7,6,5002,3,1,7200,0,0,0,1,1,44,5,1,693528.25,13.449547,9,1,2,1
50,5015,3,0,2400,1,6,5,5003,5,1,11000,0,0,0,1,1,25,11,1,657261.44,13.395837,4,0,2,1
50,5007,2,1,5700,1,6,5,5003,5,1,11000,0,0,0,1,1,37,3,1,851987.44,13.655327,6,0,5,1
50,5006,2,0,2700,1,6,5,5003,6,1,12000,0,0,0,1,1,36,11,1,1159344.9,13.963366,6,0,3,1
50,5004,5,1,11000,1,6,5,5003,4,1,9000,0,0,,1,,,,,517176.53,13.156139,7,0,6,
50,5008,1,0,3000,1,6,5,5003,5,1,11000,0,0,0,1,1,47,1,1,787921.75,13.577154,11,0,3,1
50,5005,3,0,2400,1,6,5,5003,3,1,7200,0,0,0,1,1,34,4,1,618018.88,13.334274,5,0,4,1
50,5017,5,1,11000,1,4,3,5004,6,1,12000,0,0,1,1,1,71,2,0,287911.25,12.570408,7,1,3,1
50,5019,4,0,1800,1,4,3,5004,3,0,2400,0,0,0,0,1,29,1,0,761560.25,13.543124,14,0,1,1
50,5018,4,0,1800,1,4,3,5004,4,1,9000,0,0,0,1,1,31,6,1,517433.75,13.156637,15,0,3,1
50,5016,6,1,12000,1,4,3,5004,4,1,9000,0,0,1,1,1,47,4,0,828768.5,13.627696,6,0,1,1
51,5137,4,0,1800,1,29,28,5101,4,0,1800,0,0,0,1,1,35,2,1,377047.28,12.840126,8,0,1,1
51,5106,6,0,0,1,29,28,5101,4,0,1800,0,0,0,1,1,35,4,1,843584.5,13.645415,9,0,6,1
51,5108,6,1,12000,1,29,28,5101,6,1,12000,0,0,0,1,1,47,0,1,586788.25,13.282419,9,0,5,1
51,5120,2,0,2700,1,29,28,5101,5,1,11000,0,0,1,1,1,37,2,0,448709.66,13.014132,5,0,2,1
51,5142,4,0,1800,1,29,28,5101,1,0,3000,0,0,0,1,1,45,1,1,482970.91,13.087711,4,0,0,1
51,5122,2,0,2700,1,29,28,5101,1,0,3000,0,0,0,0,1,50,3,1,407943.88,12.918885,7,0,0,1
51,5136,3,0,2400,1,29,28,5101,3,0,2400,0,0,0,1,1,31,5,1,355084.38,12.78011,4,0,1,1
51,5143,4,0,1800,1,29,28,5101,2,1,5700,0,0,0,1,1,37,8,1,258453.91,12.462473,5,0,3,1
51,5140,2,0,2700,1,29,28,5101,5,1,11000,0,0,0,1,1,51,0,1,382652.16,12.854881,11,0,1,1
51,5105,4,1,9000,1,29,28,5101,4,0,1800,0,0,0,1,1,53,4,1,794599.06,13.585593,9,3,3,1
51,5121,2,1,5700,1,29,28,5101,3,1,7200,0,0,0,1,1,42,3,1,348552.69,12.761544,6,0,3,1
51,5139,2,0,2700,1,29,28,5101,5,0,1000,0,0,1,0,1,48,6,0,273179.06,12.517882,8,0,2,1
51,5118,2,0,2700,1,29,28,5101,5,1,11000,0,0,1,1,0,37,5,1,398339.44,12.89506,4,1,3,1
51,5119,3,1,7200,1,29,28,5101,6,1,12000,0,0,0,1,1,37,4,1,531693.69,13.183823,5,0,3,1
51,5104,4,1,9000,1,29,28,5101,5,0,1000,0,0,0,1,1,30,6,1,455623.53,13.029422,5,2,4,1
51,5125,2,1,5700,1,29,28,5101,6,0,0,0,0,0,0,1,31,11,1,486239.41,13.094457,8,0,1,1
51,5117,1,0,3000,1,29,28,5101,2,0,2700,0,0,0,0,1,,,0,486239.41,13.094457,8,0,2,
51,5102,6,1,12000,1,29,28,5101,3,0,2400,0,0,0,1,1,41,5,1,309389.88,12.642358,7,0,0,1
51,5101,1,0,3000,1,29,28,5101,3,1,7200,0,0,1,1,0,61,3,1,486970.94,13.09596,6,0,1,1
51,5107,3,1,7200,1,29,28,5101,4,0,1800,0,0,,1,,,,,449542.94,13.015986,9,0,1,
51,5115,1,0,3000,1,29,28,5101,4,0,1800,0,0,0,1,1,31,5,1,622961.44,13.34224,7,0,1,1
51,5124,2,0,2700,1,29,28,5101,4,1,9000,0,0,0,1,1,47,4,1,608366.69,13.318533,10,0,5,1
51,5123,4,,,1,29,28,5101,6,1,12000,0,0,1,1,1,40,5,0,297649.63,12.603672,8,2,6,
51,5138,1,0,3000,1,29,28,5101,4,0,1800,0,0,1,1,1,43,5,1,383108.28,12.856073,7,0,4,1
51,5114,3,1,7200,1,29,28,5101,3,1,7200,0,0,0,1,1,35,4,1,332709.38,12.715025,4,0,2,1
51,5144,2,0,2700,1,29,28,5101,4,1,9000,0,0,1,0,0,55,3,1,496476.47,13.115292,14,0,0,1
51,5103,5,0,1000,1,29,28,5101,4,0,1800,0,0,0,1,1,28,4,1,346838.09,12.756614,7,2,3,1
51,5116,3,1,7200,1,29,28,5101,6,0,0,0,0,0,1,1,42,5,1,398175.13,12.894648,5,1,3,1
51,5141,3,1,7200,1,29,28,5101,1,0,3000,0,0,0,1,1,64,3,1,333503.88,12.71741,8,0,1,1
51,5111,2,1,5700,1,5,4,5102,5,0,1000,0,0,0,1,1,37,5,1,271107.94,12.510272,9,0,4,1
51,5112,5,1,11000,1,5,4,5102,4,1,9000,0,0,0,1,1,29,4,1,443597.47,13.002673,6,0,5,1
51,5113,4,1,9000,1,5,4,5102,6,0,0,0,0,0,1,1,47,3,1,730876.94,13.502001,11,0,4,1
51,5110,2,1,5700,1,5,4,5102,2,1,5700,0,0,0,1,1,24,5,1,219726.66,12.300139,4,0,5,1
51,5109,6,1,12000,1,5,4,5102,6,0,0,0,0,1,1,1,51,4,0,524374.69,13.169962,7,0,5,1
51,5126,2,0,2700,1,2,1,5103,4,0,1800,0,0,,0,,,,,198434.09,12.198213,5,0,0,
51,5127,1,0,3000,1,2,1,5103,1,0,3000,0,0,0,0,1,28,8,0,560248.81,13.236136,7,1,2,1
51,5131,2,0,2700,1,4,3,5104,4,1,9000,0,0,0,1,1,37,3,1,550958.13,13.219414,7,1,4,1
51,5134,1,0,3000,1,4,3,5104,5,1,11000,0,0,0,1,1,35,4,1,303522.63,12.623212,7,0,6,1
51,5128,1,0,3000,1,4,3,5104,1,0,3000,0,0,0,1,1,54,4,1,218200.55,12.29317,4,0,3,1
51,5130,4,1,9000,1,4,3,5104,5,1,11000,0,0,0,1,1,33,7,1,437362.63,12.988518,6,0,4,1
51,5133,4,1,9000,1,3,2,5106,3,1,7200,0,0,0,1,1,34,7,1,372075.5,12.826852,6,0,3,1
51,5132,5,1,11000,1,3,2,5106,5,0,1000,0,0,0,1,1,40,5,1,326353.34,12.695736,6,0,2,1
51,5135,2,0,2700,1,3,2,5106,3,1,7200,0,0,0,1,1,34,4,1,302600.72,12.62017,7,0,2,1
52,5208,4,1,9000,1,7,6,5201,4,1,9000,0,0,0,0,1,34,3,1,433229.16,12.979022,11,0,1,1
52,5206,4,0,1800,1,7,6,5201,4,1,9000,0,0,0,0,1,46,6,1,1093226.5,13.904644,5,0,2,1
52,5201,6,0,0,1,7,6,5201,5,1,11000,0,0,0,0,1,43,4,1,1059995,13.873775,10,0,3,1
52,5207,1,0,3000,1,7,6,5201,5,1,11000,0,0,0,0,0,19,6,0,306555.44,12.633154,16,0,2,1
52,5221,3,0,2400,1,7,6,5201,4,1,9000,0,0,0,0,1,71,0,1,360990.25,12.796606,9,1,2,1
52,5202,6,1,12000,1,7,6,5201,5,1,11000,0,0,0,0,1,53,0,1,455946.5,13.03013,6,0,0,1
52,5209,4,1,9000,1,7,6,5201,5,1,11000,0,0,0,0,1,32,8,1,283066.41,12.553437,6,0,4,1
52,5204,6,1,12000,1,2,1,5202,6,1,12000,0,0,0,0,1,43,9,1,929004.63,13.741869,4,0,1,1
52,5205,5,1,11000,1,2,1,5202,5,1,11000,0,0,0,0,1,27,4,1,365742.84,12.809686,4,0,0,1
52,5211,4,1,9000,1,3,2,5203,5,0,1000,0,0,0,1,1,40,4,1,271769.69,12.512711,8,0,1,1
52,5203,6,1,12000,1,3,2,5203,4,1,9000,1,1,1,0,1,37,0,1,162118.14,11.99608,7,0,4,1
52,5210,4,1,9000,1,3,2,5203,4,1,9000,0,0,0,0,1,29,6,1,259401.28,12.466131,8,0,0,1
52,5213,2,0,2700,1,4,3,5204,1,0,3000,0,0,0,0,1,,,0,770338,13.554585,12,0,0,
52,5215,2,1,5700,1,4,3,5204,2,0,2700,0,0,0,0,0,19,8,0,338090.75,12.73107,6,0,2,1
52,5212,4,0,1800,1,4,3,5204,4,0,1800,0,0,0,0,1,26,11,1,251130.2,12.433727,8,0,1,1
52,5214,2,1,5700,1,4,3,5204,2,0,2700,0,0,1,0,1,52,10,0,601956.69,13.30794,16,0,3,1
52,5218,6,1,12000,1,4,3,5205,2,1,5700,0,0,0,0,1,31,6,1,293177.69,12.588534,6,1,1,1
52,5217,4,1,9000,1,4,3,5205,4,1,9000,0,0,1,0,1,77,0,0,174839.41,12.071623,3,1,0,1
52,5219,2,1,5700,1,4,3,5205,2,1,5700,0,0,0,0,1,34,1,1,171217.84,12.050692,5,0,2,1
52,5216,4,1,9000,1,4,3,5205,5,1,11000,0,0,0,0,1,33,6,0,312316.94,12.651773,10,0,0,1
52,5222,4,1,9000,1,4,3,5207,6,1,12000,0,0,0,0,1,41,10,1,227861.13,12.336492,11,1,2,1
52,5223,5,0,1000,1,4,3,5207,2,0,2700,0,0,0,0,1,30,5,0,770338,13.554585,12,0,2,1
52,5225,2,1,5700,1,4,3,5207,4,1,9000,0,0,0,0,1,37,2,1,130272.8,11.777386,9,0,1,1
52,5224,4,1,9000,1,4,3,5207,4,1,9000,0,0,0,0,1,26,4,1,894167.94,13.703649,6,0,0,1
52,5227,1,0,3000,1,3,2,5208,4,0,1800,0,0,,0,,,,,261512.17,12.474236,10,0,0,
52,5226,1,0,3000,1,3,2,5208,4,1,9000,0,0,1,0,1,45,0,0,261458.61,12.474031,18,1,3,1
52,5239,5,0,1000,1,3,2,5208,5,1,11000,0,0,0,0,1,33,3,1,711806.63,13.475561,9,0,3,1
52,5240,4,1,9000,1,2,1,5209,2,1,5700,0,0,0,0,1,39,8,1,378250.66,12.843312,5,0,2,1
52,5228,4,1,9000,1,2,1,5209,4,0,1800,0,0,0,0,1,34,8,1,681192.81,13.431601,6,0,2,1
52,5230,5,1,11000,1,3,2,5210,6,1,12000,0,0,0,1,1,24,4,1,468979.38,13.058314,9,2,1,1
52,5229,1,0,3000,1,3,2,5210,5,1,11000,0,0,0,1,1,25,5,1,219405.7,12.298677,11,1,2,1
52,5231,5,1,11000,1,3,2,5210,4,0,1800,0,0,0,1,1,39,4,1,188814.89,12.148522,6,2,3,1
52,5233,4,1,9000,1,3,2,5211,5,1,11000,0,0,0,1,1,38,0,1,160830.25,11.988105,6,0,0,1
52,5232,3,1,7200,1,3,2,5211,2,1,5700,0,0,1,1,1,76,0,0,196315.39,12.187478,4,2,3,1
52,5234,5,1,11000,1,3,2,5211,4,1,9000,0,0,1,1,0,46,2,1,348223.41,12.760599,9,2,1,1
52,5236,4,1,9000,1,2,1,5212,6,1,12000,0,0,0,0,1,39,7,1,434625.34,12.98224,9,0,0,1
52,5235,2,1,5700,1,2,1,5212,6,1,12000,0,0,0,0,1,36,2,1,519588.31,13.160792,7,0,3,1
52,5237,5,1,11000,1,2,1,5213,5,1,11000,0,0,0,0,1,28,7,1,273553.5,12.519253,6,0,1,1
52,5238,5,1,11000,1,2,1,5213,5,0,1000,0,0,0,0,1,36,7,1,242282.14,12.397859,6,0,2,1
53,5302,2,1,5700,1,3,2,5301,1,0,3000,0,0,0,0,1,26,11,0,755153.06,13.534676,21,0,1,1
53,5303,6,1,12000,1,3,2,5301,6,1,12000,0,0,1,0,1,46,6,0,218016.36,12.292325,7,1,2,1
53,5301,6,1,12000,1,3,2,5301,2,1,5700,0,0,0,0,1,37,1,1,673737.81,13.420596,7,0,4,1
53,5304,5,1,11000,1,3,2,5302,4,1,9000,0,0,1,0,0,68,0,1,30910.416,10.338848,3,0,2,1
53,5305,6,1,12000,1,3,2,5302,3,1,7200,0,0,,1,,,,,330886.75,12.709532,9,0,0,
53,5306,2,0,2700,1,3,2,5302,5,1,11000,0,0,0,0,1,41,2,1,624643.31,13.344936,7,0,2,1
53,5339,3,1,7200,1,3,2,5303,2,1,5700,0,0,0,0,1,48,2,1,512924.88,13.147884,6,0,2,1
53,5338,6,1,12000,1,3,2,5303,3,1,7200,0,0,0,0,1,45,2,1,268636.03,12.501113,8,1,4,1
53,5307,4,1,9000,1,3,2,5303,2,1,5700,0,0,0,0,1,36,2,1,162773.27,12.000113,19,0,1,1
53,5308,2,1,5700,1,2,1,5304,5,1,11000,0,0,0,0,1,40,4,1,632872.25,13.358024,11,0,3,1
53,5314,3,0,2400,1,3,2,5306,4,1,9000,0,0,0,0,1,49,1,1,709212.94,13.471911,7,0,0,1
53,5313,4,1,9000,1,3,2,5306,4,1,9000,0,0,0,0,1,42,2,1,667219.94,13.410875,11,1,2,1
53,5312,4,1,9000,1,3,2,5306,2,1,5700,0,0,0,0,1,53,0,1,321150.69,12.679666,9,0,0,1
53,5317,2,0,2700,1,3,2,5307,2,1,5700,0,0,0,0,1,38,7,1,277173.94,12.5324,8,0,2,1
53,5315,4,1,9000,1,3,2,5307,3,1,7200,0,0,0,0,1,32,11,0,399187.78,12.897187,7,0,4,1
53,5316,4,1,9000,1,3,2,5307,2,1,5700,0,0,0,0,1,33,7,1,452015.75,13.021472,6,0,8,1
53,5321,5,1,11000,1,4,3,5308,5,1,11000,0,0,0,0,1,33,10,1,356305.19,12.783543,5,0,4,1
53,5319,6,1,12000,1,4,3,5308,2,0,2700,0,0,0,0,1,41,3,1,624508.88,13.344721,10,0,3,1
53,5318,3,0,2400,1,4,3,5308,5,1,11000,0,0,0,0,1,45,8,1,645732.38,13.37814,7,0,5,1
53,5320,2,0,2700,1,4,3,5308,5,1,11000,0,0,0,0,1,32,4,1,535253,13.190495,7,0,5,1
53,5323,2,1,5700,1,2,1,5309,3,1,7200,0,0,0,0,0,67,3,0,243828.34,12.40422,5,0,3,1
53,5322,3,0,2400,1,2,1,5309,3,1,7200,0,0,0,0,1,57,3,1,612014.81,13.324512,7,0,1,1
53,5325,4,1,9000,1,4,3,5310,3,1,7200,0,0,0,0,1,38,3,1,581118.06,13.272709,7,0,2,1
53,5327,6,1,12000,1,4,3,5310,6,1,12000,1,1,1,0,0,54,0,1,339732.38,12.735913,5,0,2,1
53,5326,2,1,5700,1,4,3,5310,1,0,3000,0,0,1,0,0,44,1,1,87396.836,11.378214,9,0,2,1
53,5324,6,1,12000,1,4,3,5310,4,1,9000,0,0,0,0,1,32,3,1,578209.69,13.267692,6,0,5,1
53,5337,3,1,7200,1,4,3,5311,3,1,7200,0,0,1,0,1,38,0,0,703376.13,13.463647,11,0,0,1
53,5328,6,1,12000,1,4,3,5311,4,0,1800,0,0,0,0,1,44,2,1,571735.44,13.256432,9,0,3,1
53,5336,1,0,3000,1,4,3,5311,3,0,2400,0,0,0,0,1,40,2,1,406305.69,12.914861,6,0,1,1
53,5333,2,1,5700,1,6,5,5312,6,1,12000,0,0,0,0,1,44,0,1,194189.48,12.17659,11,0,0,1
53,5335,3,0,2400,1,6,5,5312,3,1,7200,0,0,0,0,1,48,4,1,533581.56,13.187367,6,0,3,1
53,5334,3,0,2400,1,6,5,5312,4,1,9000,0,0,1,0,1,46,5,0,537602,13.194874,7,0,2,1
53,5332,1,0,3000,1,6,5,5312,3,1,7200,0,0,,0,,,,,431979.88,12.976134,21,1,4,
53,5342,1,0,3000,1,3,2,5313,1,0,3000,0,0,0,0,1,25,6,1,460287.31,13.039606,7,0,0,1
53,5341,2,0,2700,1,3,2,5313,2,1,5700,0,0,0,0,1,52,4,1,798972.88,13.591083,12,0,0,1
