municode,iid,choice1,blue1,win1,group,grpmem,cogrpmem,idgroup,choice2,blue2,win2,renegade,renegadewin,head,urbr_2,female,yage,ysch,married,tcons,lcons,survhhsz,familyoutdeg,friendsoutdeg,insample
21,2108,2,1,5700,1,5,4,2103,3,1,7200,0,0,0,1,1,35,5,1,642651.63,13.373358,11,0,2,1
21,2109,3,0,2400,1,5,4,2103,2,0,2700,0,0,1,1,1,62,2,0,140142.3,11.850413,2,2,1,1
21,2107,4,0,1800,1,5,4,2103,2,0,2700,0,0,1,1,1,42,2,0,185105.84,12.128683,6,0,3,1
21,2119,1,0,3000,1,3,2,2113,1,0,3000,0,0,,,,,,,,,,0,4,
21,2118,6,1,12000,1,3,2,2113,1,0,3000,0,0,0,1,1,38,1,1,437829.56,12.989585,6,0,4,1
21,2127,4,0,1800,1,3,2,2113,3,0,2400,0,0,0,1,1,38,3,1,306955.13,12.634457,5,3,2,1
21,2114,1,0,3000,1,6,5,2114,5,1,11000,0,0,0,1,1,45,0,1,221328.84,12.307405,6,1,5,1
21,2122,6,1,12000,1,6,5,2114,4,1,9000,0,0,1,1,0,56,4,1,116647.39,11.666911,5,0,1,1
21,2112,2,1,5700,1,6,5,2114,4,1,9000,0,0,0,1,1,35,2,1,194171.2,12.176496,4,0,1,1
21,2115,2,1,5700,1,6,5,2114,2,1,5700,0,0,0,1,1,42,4,1,266225.66,12.4921,5,1,0,1
21,2116,4,0,1800,1,6,5,2114,3,1,7200,1,1,0,1,1,51,2,1,157829.95,11.969274,4,0,4,1
21,2113,3,0,2400,1,6,5,2114,1,0,3000,0,0,0,1,1,34,3,1,513457.41,13.148922,5,0,1,1
22,2202,1,0,3000,1,5,4,2201,4,0,1800,0,0,0,1,1,46,3,1,677749.94,13.426534,4,0,1,1
22,2203,6,0,0,1,5,4,2201,5,0,1000,0,0,0,0,1,32,3,1,1024727.6,13.839937,6,0,1,1
22,2201,6,1,12000,1,5,4,2201,4,0,1800,0,0,1,1,1,55,3,1,153403.17,11.940825,3,0,2,1
22,2205,4,1,9000,1,5,4,2201,3,1,7200,0,0,1,0,1,50,11,1,460073.69,13.039142,7,0,3,1
22,2204,2,0,2700,1,5,4,2201,1,0,3000,0,0,1,0,1,65,0,0,942493.38,13.756284,9,0,2,1
22,2208,4,1,9000,1,3,2,2202,4,1,9000,1,1,0,1,1,61,4,1,394502.03,12.88538,5,0,0,1
22,2206,5,1,11000,1,3,2,2202,5,0,1000,0,0,1,0,1,42,5,0,262464.03,12.477869,5,0,0,1
22,2207,2,0,2700,1,3,2,2202,5,0,1000,0,0,0,1,1,46,4,1,316686.03,12.665667,4,0,0,1
22,2211,1,0,3000,1,3,2,2203,2,1,5700,0,0,1,0,1,41,0,0,76967.25,11.251135,4,0,2,1
22,2210,2,0,2700,1,3,2,2203,4,0,1800,0,0,1,0,1,41,4,0,274640.66,12.523219,4,0,3,1
22,2209,4,1,9000,1,3,2,2203,5,0,1000,0,0,1,0,1,32,5,1,267982.44,12.498676,5,0,1,1
22,2215,3,0,2400,1,4,3,2204,3,1,7200,0,0,0,1,1,32,5,1,297337.63,12.602624,7,0,1,1
22,2213,2,0,2700,1,4,3,2204,2,0,2700,0,0,0,1,1,31,0,1,224095.44,12.319827,5,0,2,1
22,2212,3,1,7200,1,4,3,2204,2,1,5700,0,0,1,0,1,34,9,1,403016.22,12.906733,7,0,4,1
22,2214,6,0,0,1,4,3,2204,4,1,9000,0,0,0,1,1,20,10,0,400368.5,12.900141,6,0,1,1
22,2218,2,0,2700,1,5,4,2205,4,1,9000,0,0,,0,,,,,914191.5,13.725796,4,0,0,
22,2216,2,0,2700,1,5,4,2205,3,1,7200,0,0,0,1,1,32,5,1,174291.86,12.068486,5,0,1,1
22,2217,3,1,7200,1,5,4,2205,4,1,9000,0,0,1,0,1,37,4,1,210649.63,12.257952,4,0,0,1
23,2301,4,0,1800,1,6,5,2301,2,1,5700,0,0,0,1,1,35,5,1,207925.69,12.244936,5,2,4,1
23,2305,5,0,1000,1,6,5,2301,4,0,1800,0,0,0,0,1,37,11,1,913432.06,13.724964,9,0,3,1
23,2302,3,1,7200,1,6,5,2301,4,1,9000,1,1,0,1,1,41,1,1,94276.852,11.453991,4,2,3,1
23,2304,6,1,12000,1,6,5,2301,4,1,9000,0,0,0,1,1,39,3,1,89673.586,11.403932,7,1,2,1
23,2303,3,1,7200,1,6,5,2301,6,1,12000,1,1,1,1,0,30,5,1,241438.31,12.394369,4,0,0,1
23,2306,6,1,12000,1,6,5,2301,6,0,0,0,0,0,1,1,51,3,1,255159.47,12.449644,4,0,0,1
23,2307,6,0,0,1,6,5,2302,4,0,1800,0,0,1,1,1,44,2,0,424054.88,12.957618,5,1,5,1
23,2309,6,0,0,1,6,5,2302,2,1,5700,0,0,0,0,1,18,6,0,182608.2,12.115098,7,1,0,1
23,2308,3,0,2400,1,6,5,2302,2,1,5700,0,0,0,1,0,44,1,1,440631.94,12.995965,7,0,2,1
23,2310,2,0,2700,1,6,5,2302,6,1,12000,0,0,1,0,1,45,3,0,162887.69,12.000816,3,0,0,1
23,2311,4,1,9000,1,6,5,2302,4,0,1800,0,0,1,1,1,59,0,1,514045.84,13.150067,12,1,0,1
23,2312,5,1,11000,1,6,5,2302,3,1,7200,1,1,0,0,1,52,9,1,430166.03,12.971927,8,1,1,1
23,2319,6,0,0,1,3,2,2307,2,0,2700,0,0,1,1,0,36,8,1,229858.17,12.345218,11,2,4,1
23,2318,1,0,3000,1,3,2,2307,4,1,9000,0,0,0,1,1,49,1,0,131469.34,11.786529,7,0,0,1
23,2320,2,1,5700,1,3,2,2307,6,0,0,0,0,1,1,1,44,3,0,205455.52,12.232985,8,1,2,1
23,2321,4,1,9000,1,4,3,2308,5,0,1000,0,0,0,1,1,35,5,0,343784,12.747768,15,0,0,1
23,2317,5,0,1000,1,4,3,2308,2,0,2700,0,0,1,1,1,47,4,1,354796.81,12.779301,4,1,7,1
23,2333,1,0,3000,1,4,3,2308,6,0,0,0,0,1,1,1,38,5,0,183388.8,12.119364,6,0,1,1
23,2322,5,0,1000,1,4,3,2308,2,1,5700,0,0,0,1,1,57,3,1,1702602.1,14.347669,6,2,1,1
23,2326,5,0,1000,1,5,4,2309,6,1,12000,0,0,,1,,,,,332544.91,12.71453,6,0,3,
23,2323,4,1,9000,1,5,4,2309,6,0,0,0,0,1,1,1,30,8,1,182427.13,12.114106,5,0,1,1
23,2327,6,1,12000,1,5,4,2309,6,1,12000,0,0,1,0,1,44,7,0,456448.78,13.031232,5,0,2,1
23,2325,5,1,11000,1,5,4,2309,5,0,1000,0,0,0,1,0,34,11,0,787581.31,13.576722,8,1,0,1
23,2324,3,0,2400,1,5,4,2309,2,1,5700,0,0,0,1,1,56,0,1,338275.78,12.731617,4,1,3,1
23,2330,2,0,2700,1,3,2,2310,4,0,1800,0,0,1,1,0,38,3,1,502968.97,13.128284,5,1,3,1
23,2328,5,1,11000,1,3,2,2310,6,1,12000,1,1,0,1,1,23,6,1,1287737,14.068397,6,0,2,1
23,2332,3,1,7200,1,4,3,2311,3,0,2400,0,0,1,1,1,55,3,1,283673.53,12.555579,8,2,1,1
23,2335,4,0,1800,1,4,3,2311,5,0,1000,0,0,0,0,1,53,3,1,779593.88,13.566528,10,0,1,1
23,2334,5,1,11000,1,4,3,2311,6,1,12000,0,0,1,1,1,52,2,0,426788.53,12.964044,4,1,3,1
23,2331,4,0,1800,1,4,3,2311,6,1,12000,0,0,,,,,,,,,,1,1,
23,2336,2,0,2700,1,4,3,2314,1,0,3000,0,0,1,0,1,70,0,0,750052.88,13.527899,5,0,1,1
23,2337,4,1,9000,1,4,3,2314,5,1,11000,0,0,0,0,1,26,5,0,2187801.3,14.598408,10,0,0,1
23,2338,4,1,9000,1,4,3,2314,4,0,1800,0,0,1,1,0,40,4,1,427541.97,12.965808,5,0,0,1
23,2340,4,0,1800,1,6,5,2315,4,0,1800,0,0,0,1,1,30,5,0,229858.17,12.345218,12,0,1,1
24,2402,4,1,9000,1,9,8,2401,4,0,1800,0,0,1,1,1,57,1,0,345615.94,12.753083,3,0,1,1
24,2404,3,1,7200,1,9,8,2401,3,0,2400,0,0,0,1,1,37,5,1,253502.66,12.44313,5,1,2,1
24,2401,4,1,9000,1,9,8,2401,3,0,2400,0,0,0,1,1,42,2,1,408845.16,12.921092,5,0,6,1
24,2405,3,0,2400,1,9,8,2401,4,1,9000,1,1,1,1,1,40,1,0,186717.92,12.137354,4,0,5,1
24,2403,4,1,9000,1,9,8,2401,3,0,2400,0,0,0,1,1,58,1,1,491510.97,13.10524,7,0,1,1
24,2409,2,0,2700,1,9,8,2401,2,1,5700,0,0,1,1,1,51,2,0,479458.59,13.080413,6,0,2,1
24,2407,3,0,2400,1,9,8,2401,6,1,12000,1,1,0,1,1,31,5,1,282661.66,12.552006,5,0,2,1
24,2406,3,0,2400,1,9,8,2401,1,0,3000,0,0,0,1,1,49,5,1,265079.69,12.487785,4,1,3,1
24,2408,4,0,1800,1,9,8,2401,5,0,1000,0,0,0,1,1,49,5,1,243642.22,12.403456,5,1,8,1
24,2424,3,0,2400,1,6,5,2406,4,0,1800,0,0,0,1,1,39,2,1,508061.88,13.138358,6,0,5,1
24,2421,3,0,2400,1,6,5,2406,4,0,1800,0,0,1,1,1,41,2,1,486465.44,13.094921,4,0,4,1
24,2425,2,0,2700,1,6,5,2406,3,1,7200,0,0,0,1,1,45,4,0,411007.19,12.926366,7,0,3,1
24,2420,6,0,0,1,6,5,2406,3,0,2400,0,0,0,1,1,31,3,1,1048287.2,13.862668,4,0,4,1
24,2411,4,1,9000,1,6,5,2406,4,1,9000,0,0,0,1,1,43,2,1,186668.78,12.137091,4,0,4,1
24,2422,6,0,0,1,3,2,2411,4,1,9000,0,0,0,1,1,45,3,1,757646.13,13.537971,9,0,3,1
24,2423,3,0,2400,1,3,2,2411,5,0,1000,1,0,0,0,1,42,4,1,408787.69,12.920951,7,0,1,1
24,2430,5,1,11000,1,3,2,2411,2,1,5700,0,0,0,1,1,40,4,1,496454.88,13.115248,7,0,4,1
24,2417,2,1,5700,1,4,3,2412,2,1,5700,0,0,0,1,1,46,3,0,178402.17,12.091796,8,0,6,1
24,2418,2,0,2700,1,4,3,2412,3,1,7200,0,0,1,1,0,69,3,1,270475.69,12.507937,6,1,3,1
24,2416,4,0,1800,1,4,3,2412,2,1,5700,0,0,1,1,1,36,4,0,504910.88,13.132137,7,1,5,1
24,2415,3,0,2400,1,4,3,2412,2,0,2700,0,0,1,1,1,33,5,0,391037.38,12.876558,5,0,4,1
25,2521,6,1,12000,1,6,5,2501,6,1,12000,0,0,,1,,,,,665385.19,13.408121,,0,5,
25,2522,4,0,1800,1,6,5,2501,5,0,1000,0,0,0,1,,,,,2308265,14.652007,,0,5,
25,2520,4,1,9000,1,6,5,2501,5,0,1000,0,0,0,1,1,47,1,1,1185749,13.985886,5,0,7,1
25,2519,3,,,1,6,5,2501,2,0,2700,0,0,0,1,1,35,5,1,658679.38,13.397992,7,0,1,
25,2523,5,1,11000,1,6,5,2501,4,0,1800,0,0,0,1,,,,,319781.56,12.675393,,0,5,
25,2526,2,,,1,6,5,2501,1,0,3000,0,0,,1,,,,,842923.31,13.644631,,0,3,
25,2507,3,1,7200,1,3,2,2506,4,0,1800,0,0,,1,,,,,420578.38,12.949387,,0,5,
25,2509,2,0,2700,1,3,2,2506,2,0,2700,0,0,0,1,1,51,2,1,659260.13,13.398873,7,0,3,1
25,2508,3,1,7200,1,3,2,2506,2,0,2700,0,0,0,1,1,42,4,1,778760.94,13.565459,7,0,3,1
25,2518,4,1,9000,1,9,8,2507,3,0,2400,0,0,0,1,1,39,5,1,727489.13,13.497355,6,0,3,1
25,2517,3,1,7200,1,9,8,2507,4,1,9000,0,0,0,1,1,25,11,1,1159197,13.963238,3,1,3,1
25,2524,2,1,5700,1,9,8,2507,2,1,5700,0,0,,1,,,,,259549.38,12.466702,,1,3,
25,2513,5,0,1000,1,9,8,2507,6,0,0,0,0,1,0,1,34,3,0,98214,11.494905,4,0,2,1
25,2516,3,0,2400,1,9,8,2507,4,1,9000,0,0,1,1,1,49,0,1,470851.97,13.062299,7,0,3,1
25,2527,5,1,11000,1,9,8,2507,2,0,2700,0,0,,0,,,,,1005758.6,13.821253,,0,2,
25,2515,4,0,1800,1,9,8,2507,4,1,9000,0,0,1,1,1,49,3,0,577169.63,13.265891,7,0,1,1
25,2514,5,0,1000,1,9,8,2507,1,0,3000,0,0,0,1,1,35,0,1,604237.5,13.311723,6,1,1,1
25,2525,1,0,3000,1,9,8,2507,4,0,1800,0,0,,1,,,,,731615.75,13.503011,,1,3,
25,2504,4,0,1800,1,5,4,2508,3,1,7200,0,0,0,1,,,,,407496.47,12.917788,,0,2,
25,2505,3,1,7200,1,5,4,2508,4,1,9000,0,0,0,1,1,29,11,1,902248.88,13.712646,4,0,4,1
25,2510,3,0,2400,1,5,4,2508,3,1,7200,0,0,1,1,1,44,0,0,741847.38,13.516899,9,0,2,1
25,2506,3,1,7200,1,5,4,2508,3,1,7200,0,0,,1,,,,,357338.5,12.786439,,0,3,
25,2511,5,0,1000,1,5,4,2508,1,0,3000,0,0,0,1,1,55,3,1,683728.69,13.435316,8,0,2,1
26,2606,4,1,9000,1,5,4,2601,5,1,11000,0,0,0,1,1,53,3,1,792713.13,13.583217,9,1,4,1
26,2607,5,1,11000,1,5,4,2601,4,1,9000,1,1,,1,,,,,333096.72,12.716188,7,0,3,
26,2608,5,1,11000,1,5,4,2601,1,0,3000,0,0,0,0,1,39,11,1,1082907.4,13.89516,11,0,1,1
26,2609,4,1,9000,1,5,4,2601,5,1,11000,1,1,0,0,1,23,1,1,651368.25,13.38683,7,0,3,1
26,2611,5,0,1000,1,5,4,2602,4,1,9000,0,0,0,1,1,38,2,1,616874.44,13.33242,7,0,3,1
26,2632,4,0,1800,1,5,4,2602,4,1,9000,0,0,1,1,1,53,2,1,438392.13,12.99087,9,0,3,1
26,2610,4,1,9000,1,5,4,2602,5,1,11000,0,0,0,1,1,42,11,1,2719634.8,14.816009,5,0,3,1
26,2633,5,1,11000,1,5,4,2602,6,1,12000,0,0,0,1,1,26,3,1,1199949,13.997789,6,0,2,1
26,2628,2,0,2700,1,5,4,2602,3,0,2400,0,0,0,1,1,34,11,1,1957106.8,14.486978,11,1,1,1
26,2621,6,1,12000,1,4,3,2603,4,0,1800,0,0,0,0,1,34,11,1,1958458.8,14.487668,7,1,3,1
26,2622,4,1,9000,1,4,3,2603,5,1,11000,0,0,1,0,1,53,5,0,978543.44,13.79382,7,1,5,1
26,2623,3,1,7200,1,4,3,2603,2,1,5700,0,0,1,0,0,73,2,1,598133.06,13.301569,9,1,1,1
26,2618,4,1,9000,1,2,1,2604,3,1,7200,0,0,1,1,0,31,4,1,445630.63,13.007246,6,0,2,1
26,2619,2,1,5700,1,2,1,2604,4,0,1800,1,0,1,0,1,43,1,1,172337.78,12.057212,7,0,5,1
26,2613,6,1,12000,1,5,4,2605,6,0,0,0,0,0,1,1,55,2,1,876888.25,13.684134,10,0,4,1
26,2615,5,0,1000,1,5,4,2605,6,1,12000,1,1,1,0,0,51,14,1,848424.63,13.651136,11,0,3,1
26,2616,6,1,12000,1,5,4,2605,6,1,12000,0,0,0,0,1,28,10,1,227068.53,12.333007,8,1,0,1
26,2614,3,1,7200,1,5,4,2605,3,0,2400,1,0,0,0,1,38,7,1,438332.16,12.990732,8,0,5,1
26,2617,2,1,5700,1,5,4,2605,6,0,0,0,0,1,0,0,49,4,1,126594.59,11.748745,11,1,3,1
26,2624,4,1,9000,1,5,4,2606,4,1,9000,0,0,0,0,1,24,3,1,506909.47,13.136087,6,0,2,1
26,2629,1,0,3000,1,5,4,2606,6,1,12000,1,1,,,,,,,,,,1,0,
26,2631,4,1,9000,1,5,4,2606,6,0,0,0,0,1,0,0,26,6,1,173495.69,12.063908,5,0,2,1
26,2630,4,0,1800,1,5,4,2606,4,1,9000,1,1,1,0,0,46,4,1,1382823.1,14.139638,7,0,2,1
26,2626,3,0,2400,1,5,4,2606,2,0,2700,0,0,,0,,,,,359059.09,12.791243,,0,1,
26,2602,5,0,1000,1,3,2,2607,2,0,2700,0,0,0,0,1,45,0,1,899032.81,13.709075,10,0,3,1
26,2603,3,0,2400,1,3,2,2607,4,1,9000,1,1,0,1,0,63,0,1,1340311.9,14.108413,13,0,2,1
26,2604,3,0,2400,1,3,2,2607,5,1,11000,1,1,1,1,1,32,2,0,64039.164,11.06725,5,0,0,1
26,2612,4,1,9000,1,2,1,2609,5,1,11000,0,0,0,0,1,17,7,0,792512.69,13.582964,5,0,1,1
26,2620,6,1,12000,1,2,1,2609,4,1,9000,0,0,0,1,1,38,2,1,839950.69,13.641098,9,0,3,1
27,2735,4,1,9000,1,10,9,2701,4,0,1800,0,0,0,1,1,34,5,1,246328.19,12.41442,6,0,2,1
27,2730,5,1,11000,1,10,9,2701,4,1,9000,0,0,0,1,1,42,1,1,288244.88,12.571566,8,0,2,1
27,2731,2,0,2700,1,10,9,2701,5,0,1000,0,0,0,0,1,50,1,1,208787.98,12.249075,13,1,3,1
27,2740,4,1,9000,1,10,9,2701,6,1,12000,0,0,0,0,1,46,0,1,1712059.1,14.353208,11,0,6,1
27,2734,2,1,5700,1,10,9,2701,6,0,0,0,0,0,0,1,43,2,1,807394.94,13.601568,5,0,5,1
27,2720,3,1,7200,1,12,11,2702,4,1,9000,0,0,0,1,1,34,3,1,368808.5,12.818033,7,3,2,1
27,2716,4,1,9000,1,12,11,2702,6,1,12000,1,1,0,1,1,29,4,1,167071.8,12.026179,7,2,3,1
27,2718,6,0,0,1,12,11,2702,6,1,12000,1,1,0,1,1,29,3,1,630319.44,13.353982,6,3,1,1
27,2714,3,1,7200,1,12,11,2702,6,1,12000,1,1,0,1,1,59,0,1,227749.47,12.336001,16,0,0,1
27,2728,4,1,9000,1,12,11,2702,5,0,1000,0,0,0,1,1,43,1,1,403790.47,12.908651,18,0,1,1
27,2715,6,1,12000,1,12,11,2702,2,1,5700,0,0,0,1,1,26,4,1,486308.28,13.094598,5,1,0,1
27,2726,3,1,7200,1,12,11,2702,4,1,9000,1,1,0,1,1,38,2,1,856702.88,13.660847,8,2,2,1
27,2719,3,0,2400,1,12,11,2702,6,1,12000,1,1,0,1,1,38,4,1,218545.98,12.294752,5,4,2,1
27,2717,4,0,1800,1,12,11,2702,6,1,12000,0,0,0,1,1,35,1,1,288137.69,12.571194,5,1,2,1
27,2725,6,1,12000,1,12,11,2702,6,1,12000,1,1,1,1,0,40,4,1,404608.34,12.910675,7,1,2,1
27,2727,2,0,2700,1,12,11,2702,3,0,2400,1,0,0,1,1,54,0,1,382346.09,12.854081,9,2,1,1
27,2712,1,0,3000,1,8,7,2703,6,0,0,0,0,0,1,1,32,2,1,283766.97,12.555908,3,2,1,1
27,2721,6,0,0,1,8,7,2703,3,0,2400,0,0,0,1,1,51,0,1,188861.69,12.14877,8,0,2,1
27,2709,4,0,1800,1,8,7,2703,5,1,11000,0,0,0,1,1,44,0,1,385912.66,12.863366,17,4,1,1
27,2711,4,0,1800,1,8,7,2703,3,1,7200,0,0,0,1,1,33,3,1,261670.72,12.474842,8,4,2,1
27,2706,2,1,5700,1,8,7,2703,3,1,7200,0,0,0,1,1,46,0,1,543909.63,13.206538,14,2,0,1
27,2744,3,1,7200,1,8,7,2703,6,1,12000,0,0,0,1,1,36,3,1,381542.28,12.851977,10,1,2,1
27,2710,2,0,2700,1,8,7,2703,4,1,9000,0,0,1,1,1,49,0,1,496039.44,13.11441,8,0,0,1
27,2739,6,0,0,1,3,2,2704,3,0,2400,0,0,0,1,1,32,0,1,310275.38,12.645215,6,0,3,1
27,2743,4,1,9000,1,3,2,2704,3,1,7200,0,0,0,1,1,34,3,1,968569.06,13.783575,9,0,1,1
27,2746,4,1,9000,1,3,2,2704,3,1,7200,0,0,1,1,1,26,7,1,470403.53,13.061346,5,0,0,1
27,2722,2,0,2700,1,5,4,2705,6,0,0,0,0,0,1,1,36,4,1,387866.66,12.868417,10,0,1,1
27,2741,4,0,1800,1,5,4,2705,4,1,9000,1,1,1,1,0,35,4,1,637467.31,13.365258,8,0,0,1
27,2723,4,0,1800,1,5,4,2705,6,1,12000,1,1,0,1,1,34,1,1,428960.5,12.96912,6,0,2,1
27,2747,6,1,12000,1,5,4,2705,1,0,3000,0,0,0,1,1,28,4,1,112553.6,11.631185,6,0,0,1
28,2801,4,1,9000,1,2,1,2801,3,1,7200,0,0,0,0,1,40,5,1,365105.13,12.80794,7,1,1,1
28,2802,4,1,9000,1,2,1,2801,3,1,7200,0,0,0,0,1,24,11,0,648128.56,13.381845,13,1,1,1
28,2804,1,0,3000,1,2,1,2803,3,1,7200,0,0,0,0,1,59,1,1,346534.28,12.755737,11,0,1,1
28,2805,4,1,9000,1,2,1,2803,5,1,11000,0,0,0,0,1,43,0,1,195539.83,12.183519,9,0,0,1
28,2810,6,0,0,1,2,1,2806,5,1,11000,0,0,1,1,0,34,5,1,506268.59,13.134823,7,1,2,1
28,2808,3,1,7200,1,2,1,2806,5,1,11000,0,0,0,1,1,47,0,1,608778.19,13.319209,8,1,1,1
28,2813,5,1,11000,1,2,1,2810,4,1,9000,0,0,0,0,1,56,0,1,279650.16,12.541295,9,0,1,1
28,2814,6,1,12000,1,2,1,2810,3,1,7200,0,0,0,0,1,29,4,1,350446.34,12.766963,6,0,1,1
28,2815,4,1,9000,1,2,1,2811,6,1,12000,0,0,0,0,1,46,0,1,1017826.1,13.833179,9,0,1,1
28,2816,1,0,3000,1,2,1,2811,1,0,3000,0,0,1,0,1,63,0,0,462680.75,13.044792,9,0,1,1
28,2817,4,1,9000,1,2,1,2812,4,0,1800,0,0,1,0,1,35,3,1,710277.13,13.473411,11,0,0,1
28,2818,3,0,2400,1,2,1,2812,4,1,9000,0,0,0,0,1,56,2,1,491285.19,13.10478,9,0,0,1
28,2827,3,1,7200,1,3,2,2820,6,0,0,0,0,0,0,1,46,3,1,410230.28,12.924474,7,0,1,1
28,2828,3,1,7200,1,3,2,2820,2,0,2700,0,0,0,0,1,63,5,0,838458.13,13.63932,18,0,1,1
28,2826,1,0,3000,1,3,2,2820,4,1,9000,0,0,1,0,1,56,3,1,637350.25,13.365074,16,0,1,1
28,2829,3,1,7200,1,2,1,2821,5,0,1000,0,0,0,0,1,65,0,1,998441.5,13.813951,14,0,0,1
28,2830,5,0,1000,1,2,1,2821,3,0,2400,1,0,1,0,1,45,4,1,605489.25,13.313792,13,0,0,1
29,2902,4,1,9000,1,4,3,2901,4,1,9000,0,0,0,1,1,38,1,1,329580.81,12.705577,11,0,1,1
29,2904,4,0,1800,1,4,3,2901,1,0,3000,0,0,0,0,1,31,7,0,578508,13.268208,10,0,2,1
29,2903,4,1,9000,1,4,3,2901,1,0,3000,0,0,0,1,1,39,0,1,650718.69,13.385833,10,0,1,1
29,2901,2,0,2700,1,4,3,2901,4,1,9000,0,0,0,0,1,45,7,1,229956.84,12.345647,6,0,1,1
29,2908,3,1,7200,1,4,3,2902,3,1,7200,1,1,0,0,0,19,6,0,740286.81,13.514793,8,0,2,1
29,2905,6,1,12000,1,4,3,2902,6,1,12000,0,0,0,0,1,30,6,0,276460.75,12.529824,4,0,2,1
29,2906,5,1,11000,1,4,3,2902,6,1,12000,0,0,0,0,1,23,7,0,137360.89,11.830367,12,1,2,1
29,2907,5,0,1000,1,4,3,2902,5,1,11000,0,0,1,0,1,41,4,0,16999.832,9.7409592,3,0,1,1
29,2910,3,1,7200,1,2,1,2903,3,1,7200,1,1,0,0,1,50,1,1,1009340,13.824807,11,0,3,1
29,2909,6,1,12000,1,2,1,2903,6,1,12000,1,1,0,0,1,30,5,1,310638.66,12.646385,7,1,1,1
29,2913,5,1,11000,1,3,2,2904,1,0,3000,0,0,1,0,1,72,1,0,468812.44,13.057958,7,1,2,1
29,2911,5,1,11000,1,3,2,2904,5,0,1000,0,0,0,0,0,62,5,1,875664.88,13.682738,12,0,2,1
29,2912,3,1,7200,1,3,2,2904,4,1,9000,0,0,0,0,0,36,2,1,439710.41,12.993872,9,0,2,1
29,2919,3,0,2400,1,11,10,2905,3,0,2400,0,0,0,0,1,21,11,0,341948.16,12.742414,7,0,3,1
29,2918,2,1,5700,1,11,10,2905,4,1,9000,0,0,0,0,1,42,5,1,630726.69,13.354628,7,0,2,1
29,2920,6,1,12000,1,11,10,2905,6,1,12000,0,0,1,0,1,40,5,0,372023.75,12.826713,6,0,4,1
29,2915,4,1,9000,1,11,10,2905,4,1,9000,0,0,0,0,1,51,5,1,315542.09,12.662047,7,1,1,1
29,2917,3,0,2400,1,11,10,2905,5,1,11000,0,0,1,0,1,32,10,1,463769.44,13.047143,7,0,10,1
29,2914,1,0,3000,1,11,10,2905,4,0,1800,0,0,0,0,1,40,8,1,433831.09,12.980411,5,0,6,1
29,2923,4,0,1800,1,11,10,2905,3,0,2400,0,0,0,0,1,26,11,1,216376.95,12.284778,4,0,5,1
29,2922,4,0,1800,1,11,10,2905,4,0,1800,0,0,0,0,1,34,3,1,215481.69,12.280631,6,0,1,1
29,2916,1,0,3000,1,11,10,2905,5,1,11000,0,0,0,0,1,28,10,0,246807.16,12.416363,18,0,5,1
29,2921,2,1,5700,1,11,10,2905,6,1,12000,0,0,0,0,1,39,6,1,193400.5,12.172519,5,0,5,1
29,2924,3,0,2400,1,11,10,2905,4,1,9000,0,0,0,0,1,41,13,1,256003.38,12.452946,5,0,9,1
29,2929,4,1,9000,1,10,9,2906,2,0,2700,0,0,0,1,1,39,4,1,367136.22,12.813488,9,0,1,1
29,2926,2,1,5700,1,10,9,2906,2,1,5700,0,0,,0,,,,,775212.31,13.560892,12,0,7,
29,2932,3,1,7200,1,10,9,2906,3,1,7200,0,0,1,0,1,36,5,0,218253.75,12.293414,4,0,2,1
29,2925,2,1,5700,1,10,9,2906,5,1,11000,0,0,0,0,1,31,3,1,440328.53,12.995276,8,1,6,1
29,2931,4,1,9000,1,10,9,2906,3,1,7200,0,0,0,0,1,42,3,1,627028.13,13.348746,10,1,1,1
29,2936,4,1,9000,1,10,9,2906,6,1,12000,0,0,1,0,0,62,1,1,363470.41,12.803453,8,0,4,1
29,2934,5,0,1000,1,10,9,2906,4,1,9000,0,0,1,0,0,51,2,0,329863.28,12.706433,2,1,9,1
29,2933,3,1,7200,1,10,9,2906,6,1,12000,0,0,0,0,1,25,3,1,244423.59,12.406658,8,1,4,1
29,2930,5,1,11000,1,10,9,2906,5,1,11000,0,0,0,0,1,34,10,1,258229.05,12.461602,4,0,5,1
29,2937,2,1,5700,1,10,9,2906,6,1,12000,0,0,0,1,1,36,4,1,393774.75,12.883534,11,0,3,1
29,2939,2,1,5700,1,5,4,2907,4,1,9000,0,0,0,0,1,38,5,1,588358.75,13.285092,9,0,4,1
29,2935,3,0,2400,1,5,4,2907,4,1,9000,0,0,0,0,1,40,7,1,322254.66,12.683098,6,1,3,1
29,2938,1,0,3000,1,5,4,2907,1,0,3000,0,0,1,0,1,56,1,1,594051.75,13.294722,8,0,3,1
29,2927,3,1,7200,1,5,4,2907,4,0,1800,0,0,0,0,1,35,6,1,246903.58,12.416753,4,0,4,1
29,2928,5,1,11000,1,5,4,2907,5,1,11000,0,0,0,0,1,20,6,0,598136.88,13.301575,8,0,2,1
30,3013,4,0,1800,1,3,2,3001,6,1,12000,0,0,0,1,1,51,1,1,326850.16,12.697257,7,1,0,1
30,3016,6,1,12000,1,3,2,3001,5,1,11000,0,0,0,0,1,27,10,1,588508.56,13.285347,5,0,2,1
30,3015,5,1,11000,1,3,2,3001,3,1,7200,0,0,0,0,1,32,9,1,690643.94,13.445379,5,0,0,1
